delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
0.212,0.255,0.085,0.925,0.211,0.093
0.07,0.237,0.029,0.861,0.096,0.073
0.002,0.246,0,0.858,0.015,0.064
0,0.316,0,0.845,0,0.052
0,0.391,0,0.808,0,0.055
0,0.435,0,0.781,0,0.093
0,0.393,0,0.765,0,0.188
0,0.282,0,0.776,0,0.359
0,0.168,0,0.828,0,0.512
0,0.091,0,0.874,0,0.584
0,0.069,0,0.833,0,0.541
0,0.072,0,0.783,0,0.443
0,0.078,0,0.783,0,0.356
0.01,0.073,0,0.79,0,0.273
0.086,0.097,0.037,0.829,0.046,0.196
0.198,0.19,0.053,0.951,0.168,0.107
0.313,0.203,0.123,0.969,0.331,0.006
0.386,0.191,0.187,0.971,0.476,0
0.442,0.184,0.234,0.973,0.565,0
0.487,0.161,0.273,0.973,0.609,0.001
0.52,0.114,0.267,0.97,0.604,0.002
0.501,0.061,0.224,0.966,0.541,0.004
0.411,0.021,0.171,0.959,0.37,0.005
0.309,0.004,0.122,0.953,0.294,0.007
0.188,0,0.082,0.959,0.197,0.015
0.068,0,0.045,0.973,0.091,0.039
0.002,0.001,0,0.945,0.014,0.064
0,0.005,0,0.903,0,0.092
0,0.014,0,0.864,0,0.166
0,0.021,0,0.822,0,0.37
0,0.032,0,0.814,0,0.642
0,0.064,0,0.816,0,0.843
0,0.082,0,0.817,0,0.914
0,0.095,0,0.814,0,0.938
0,0.092,0,0.837,0,0.943
0,0.076,0,0.855,0,0.926
0,0.049,0,0.871,0,0.896
0.012,0.026,0.001,0.863,0,0.85
0.095,0.06,0.062,0.898,0.051,0.745
0.215,0.119,0.177,0.968,0.174,0.614
0.344,0.185,0.303,0.973,0.277,0.537
0.487,0.259,0.394,0.972,0.392,0.498
0.606,0.316,0.439,0.967,0.493,0.391
0.633,0.291,0.451,0.958,0.537,0.218
0.616,0.206,0.448,0.946,0.522,0.185
0.556,0.144,0.42,0.933,0.455,0.286
0.47,0.102,0.361,0.933,0.331,0.438
0.322,0.082,0.269,0.947,0.243,0.598
0.171,0.092,0.147,0.967,0.17,0.698
0.062,0.127,0.047,0.969,0.081,0.723
0.001,0.177,0,0.929,0.011,0.691
0,0.253,0,0.882,0,0.634
0,0.309,0,0.875,0,0.569
0,0.332,0,0.888,0,0.548
0,0.317,0,0.901,0,0.573
0,0.287,0,0.91,0,0.548
0,0.26,0,0.918,0,0.487
0,0.229,0,0.921,0,0.472
0,0.161,0,0.915,0,0.512
0,0.138,0,0.911,0,0.537
0,0.12,0,0.91,0,0.525
0.01,0.085,0.001,0.914,0,0.499
0.096,0.037,0.068,0.935,0.049,0.551
0.235,0.01,0.205,0.973,0.175,0.573
0.356,0.005,0.35,0.955,0.332,0.474
0.445,0.014,0.444,0.936,0.47,0.313
0.486,0.033,0.474,0.926,0.553,0.181
0.49,0.059,0.405,0.925,0.568,0.104
0.438,0.089,0.292,0.913,0.562,0.049
0.38,0.111,0.203,0.888,0.44,0.019
0.31,0.147,0.164,0.891,0.294,0.036
0.19,0.212,0.12,0.917,0.197,0.07
0.104,0.222,0.062,0.956,0.133,0.184
0.038,0.176,0.017,0.971,0.059,0.311
0,0.132,0,0.955,0.007,0.328
0,0.112,0,0.953,0,0.278
0,0.102,0,0.962,0,0.189
0,0.093,0,0.969,0,0.14
0,0.08,0,0.973,0,0.152
0,0.065,0,0.973,0,0.214
0,0.059,0,0.971,0,0.303
0,0.049,0,0.968,0,0.424
0,0.052,0,0.968,0,0.483
0,0.064,0,0.972,0,0.484
0,0.074,0,0.972,0,0.445
0.001,0.085,0,0.971,0,0.402
0.026,0.079,0.032,0.97,0.042,0.405
0.071,0.077,0.131,0.939,0.138,0.405
0.121,0.126,0.246,0.872,0.262,0.341
0.176,0.242,0.347,0.859,0.385,0.201
0.241,0.358,0.415,0.854,0.483,0.082
0.292,0.425,0.446,0.828,0.519,0.025
0.321,0.465,0.444,0.78,0.497,0.006
0.323,0.491,0.409,0.723,0.435,0.001
0.281,0.453,0.355,0.708,0.352,0.001
0.219,0.355,0.271,0.754,0.24,0.003
0.136,0.256,0.157,0.87,0.126,0.009
0.049,0.165,0.047,0.955,0.053,0.027
0.001,0.097,0,0.969,0.006,0.059
0,0.063,0,0.971,0,0.129
0,0.053,0,0.972,0,0.258
0,0.058,0,0.973,0,0.399
0,0.066,0,0.972,0,0.466
0,0.074,0,0.971,0,0.476
0,0.08,0,0.97,0,0.454
0,0.072,0,0.97,0,0.431
0,0.059,0,0.97,0,0.424
0,0.048,0,0.966,0,0.418
0,0.042,0,0.964,0,0.388
0.002,0.046,0,0.97,0,0.334
0.041,0.049,0.027,0.973,0.043,0.269
0.121,0.063,0.105,0.953,0.157,0.17
0.192,0.073,0.201,0.915,0.28,0.073
0.24,0.139,0.287,0.888,0.385,0.001
0.278,0.177,0.365,0.853,0.451,0
0.257,0.158,0.393,0.806,0.468,0
0.229,0.134,0.291,0.729,0.449,0
0.204,0.114,0.226,0.63,0.363,0.001
0.166,0.079,0.199,0.591,0.263,0.017
0.137,0.045,0.155,0.627,0.171,0.054
0.085,0.025,0.101,0.719,0.099,0.114
0.03,0.015,0.035,0.814,0.044,0.207
0,0.009,0,0.906,0.006,0.319
0,0.005,0,0.962,0,0.41
0,0.004,0,0.973,0,0.466
0,0.01,0,0.973,0,0.54
0,0.039,0,0.973,0,0.607
0,0.092,0,0.973,0,0.649
0,0.14,0,0.973,0,0.72
0,0.177,0,0.973,0,0.784
0,0.17,0,0.967,0,0.801
0,0.143,0,0.953,0,0.761
0,0.123,0,0.96,0,0.678
0.005,0.095,0.001,0.97,0,0.583
0.062,0.039,0.066,0.967,0.043,0.595
0.162,0.026,0.192,0.971,0.163,0.617
0.291,0.016,0.311,0.902,0.311,0.6
0.429,0.006,0.417,0.728,0.431,0.574
0.525,0.002,0.455,0.635,0.511,0.511
0.553,0.001,0.466,0.635,0.558,0.419
0.547,0.002,0.452,0.636,0.542,0.338
0.499,0.004,0.46,0.644,0.48,0.283
0.417,0.004,0.372,0.66,0.388,0.254
0.292,0.002,0.28,0.777,0.296,0.237
0.167,0.001,0.175,0.907,0.195,0.235
0.051,0.001,0.063,0.972,0.095,0.271
0,0.001,0,0.971,0.013,0.37
0,0.005,0,0.969,0,0.501
0,0.013,0,0.97,0,0.603
0,0.011,0,0.973,0,0.68
0,0.003,0,0.973,0,0.745
0,0,0,0.973,0,0.755
0,0,0,0.972,0,0.748
0,0,0,0.971,0,0.723
0,0.001,0,0.969,0,0.749
0,0.004,0,0.971,0,0.761
0,0.008,0,0.972,0,0.72
0.006,0.009,0,0.972,0,0.661
0.081,0.005,0.039,0.973,0.044,0.712
0.211,0.002,0.123,0.966,0.177,0.724
0.333,0,0.254,0.883,0.336,0.687
0.442,0,0.378,0.821,0.47,0.628
0.519,0.001,0.426,0.762,0.565,0.559
0.528,0.002,0.435,0.774,0.62,0.48
0.514,0.002,0.403,0.777,0.627,0.4
0.453,0.001,0.327,0.798,0.593,0.348
0.386,0.001,0.259,0.828,0.52,0.318
0.282,0.001,0.166,0.88,0.405,0.302
0.165,0.004,0.094,0.935,0.26,0.311
0.053,0.009,0.029,0.948,0.111,0.357
0,0.037,0,0.962,0.013,0.447
0,0.131,0,0.971,0,0.556
0,0.256,0,0.97,0,0.608
0,0.338,0,0.968,0,0.663
0,0.347,0,0.969,0,0.726
0,0.303,0,0.967,0,0.775
0,0.237,0,0.964,0,0.783
0,0.161,0,0.961,0,0.78
0,0.098,0,0.964,0,0.752
0,0.053,0,0.97,0,0.725
0,0.027,0,0.973,0,0.653
0.005,0.014,0,0.973,0,0.551
0.066,0.003,0.038,0.968,0.042,0.494
0.155,0.001,0.116,0.961,0.171,0.393
0.244,0.002,0.241,0.972,0.326,0.32
0.338,0.004,0.334,0.971,0.462,0.252
0.405,0.008,0.408,0.965,0.563,0.202
0.451,0.013,0.438,0.96,0.633,0.165
0.441,0.023,0.428,0.967,0.643,0.132
0.392,0.041,0.327,0.972,0.612,0.102
0.315,0.064,0.224,0.973,0.535,0.064
0.219,0.086,0.128,0.973,0.416,0.037
0.124,0.099,0.061,0.973,0.268,0.025
0.038,0.09,0.017,0.963,0.115,0.025
0,0.05,0,0.946,0.013,0.043
0,0.02,0,0.935,0,0.1
0,0.003,0,0.931,0,0.175
0,0,0,0.937,0,0.242
0,0,0,0.944,0,0.275
0,0,0,0.945,0,0.281
0,0.004,0,0.943,0,0.292
0,0.029,0,0.94,0,0.301
0,0.097,0,0.944,0,0.29
0,0.192,0,0.954,0,0.272
0,0.277,0,0.957,0,0.254
0.005,0.274,0,0.957,0,0.232
0.085,0.122,0.022,0.963,0.043,0.176
0.226,0.035,0.081,0.969,0.165,0.075
0.346,0.011,0.169,0.954,0.304,0
0.464,0.018,0.251,0.934,0.417,0.001
0.543,0.049,0.317,0.918,0.464,0.007
0.555,0.095,0.367,0.891,0.432,0.016
0.511,0.132,0.373,0.864,0.37,0.028
0.429,0.135,0.364,0.847,0.302,0.038
0.343,0.099,0.33,0.855,0.22,0.043
0.242,0.059,0.238,0.9,0.15,0.051
0.137,0.036,0.112,0.955,0.082,0.069
0.045,0.024,0.026,0.968,0.032,0.095
0,0.043,0,0.964,0.002,0.126
0,0.117,0,0.956,0,0.157
0,0.236,0,0.96,0,0.137
0,0.332,0,0.968,0,0.097
0,0.37,0,0.972,0,0.073
0,0.385,0,0.973,0,0.055
0,0.381,0,0.971,0,0.045
0,0.381,0,0.968,0,0.037
0,0.412,0,0.967,0,0.03
0,0.485,0,0.967,0,0.024
0,0.576,0,0.969,0,0.024
0.005,0.634,0,0.971,0,0.027
0.079,0.564,0.021,0.972,0.042,0.019
0.244,0.868,0.06,0.958,0.172,0.007
0.397,0.969,0.103,0.878,0.322,0.02
0.503,0.973,0.162,0.814,0.444,0.051
0.576,0.973,0.208,0.789,0.537,0.073
0.609,0.97,0.262,0.752,0.597,0.082
0.606,0.959,0.291,0.731,0.623,0.074
0.568,0.944,0.254,0.708,0.598,0.065
0.474,0.934,0.186,0.737,0.519,0.073
0.349,0.93,0.124,0.791,0.41,0.094
0.2,0.912,0.078,0.891,0.263,0.121
0.065,0.848,0.032,0.969,0.112,0.156
0.001,0.775,0,0.971,0.012,0.227
0,0.693,0,0.967,0,0.347
0,0.614,0,0.965,0,0.512
0,0.57,0,0.965,0,0.652
0,0.562,0,0.966,0,0.654
0,0.576,0,0.969,0,0.516
0,0.587,0,0.971,0,0.427
0,0.604,0,0.971,0,0.365
0,0.651,0,0.972,0,0.391
0,0.654,0,0.972,0,0.489
0,0.668,0,0.971,0,0.553
0.008,0.683,0,0.97,0,0.625
0.095,0.72,0.062,0.964,0.043,0.698
0.248,0.788,0.2,0.973,0.176,0.868
0.39,0.872,0.356,0.949,0.336,0.905
0.507,0.907,0.49,0.911,0.484,0.908
0.587,0.903,0.575,0.886,0.581,0.896
0.619,0.89,0.613,0.87,0.632,0.877
0.62,0.87,0.624,0.861,0.644,0.861
0.568,0.834,0.584,0.87,0.589,0.851
0.493,0.764,0.49,0.904,0.501,0.843
0.354,0.673,0.351,0.94,0.375,0.828
0.203,0.581,0.196,0.967,0.237,0.81
0.067,0.468,0.061,0.964,0.101,0.784
0,0.356,0,0.903,0.009,0.745
0,0.341,0,0.837,0,0.689
0,0.365,0,0.775,0,0.664
0,0.364,0,0.753,0,0.654
0,0.321,0,0.773,0,0.637
0,0.272,0,0.789,0,0.612
0,0.214,0,0.799,0,0.576
0,0.169,0,0.842,0,0.522
0,0.143,0,0.856,0,0.447
0,0.131,0,0.851,0,0.386
0,0.124,0,0.83,0,0.365
0.007,0.107,0,0.799,0,0.382
0.093,0.062,0.061,0.791,0.039,0.452
0.236,0.052,0.197,0.912,0.159,0.516
0.38,0.051,0.368,0.952,0.323,0.538
0.529,0.057,0.501,0.963,0.468,0.506
0.608,0.064,0.593,0.966,0.554,0.433
0.641,0.07,0.637,0.966,0.562,0.376
0.615,0.074,0.628,0.966,0.541,0.375
0.499,0.075,0.559,0.965,0.51,0.411
0.431,0.067,0.419,0.964,0.453,0.454
0.31,0.051,0.261,0.962,0.373,0.488
0.186,0.036,0.148,0.951,0.236,0.523
0.062,0.028,0.052,0.9,0.106,0.59
0,0.022,0,0.8,0.011,0.685
0,0.024,0,0.743,0,0.765
0,0.036,0,0.715,0,0.788
0,0.058,0,0.659,0,0.774
0,0.099,0,0.628,0,0.768
0,0.145,0,0.623,0,0.763
0,0.178,0,0.638,0,0.743
0,0.19,0,0.635,0,0.718
0,0.206,0,0.605,0,0.724
0,0.222,0,0.587,0,0.745
0,0.222,0,0.576,0,0.771
0.008,0.192,0,0.552,0,0.793
0.104,0.114,0.059,0.52,0.042,0.869
0.254,0.123,0.196,0.824,0.176,0.924
0.399,0.049,0.363,0.887,0.331,0.91
0.535,0.026,0.501,0.884,0.473,0.839
0.569,0.019,0.589,0.869,0.57,0.72
0.546,0.013,0.616,0.865,0.624,0.556
0.481,0.007,0.609,0.867,0.623,0.391
0.399,0.003,0.546,0.865,0.593,0.272
0.298,0.004,0.423,0.853,0.499,0.237
0.198,0.008,0.277,0.826,0.397,0.248
0.109,0.01,0.161,0.766,0.263,0.277
0.034,0.009,0.05,0.683,0.116,0.335
0,0.009,0,0.664,0.012,0.434
0,0.011,0,0.637,0,0.548
0,0.012,0,0.629,0,0.648
0,0.012,0,0.665,0,0.719
0,0.012,0,0.695,0,0.754
0,0.027,0,0.702,0,0.744
0,0.053,0,0.698,0,0.696
0,0.053,0,0.648,0,0.694
0,0.043,0,0.58,0,0.65
0,0.052,0,0.531,0,0.56
0,0.077,0,0.483,0,0.428
0.007,0.107,0,0.431,0,0.315
0.096,0.102,0.05,0.377,0.039,0.321
0.244,0.16,0.167,0.766,0.19,0.37
0.382,0.176,0.31,0.856,0.362,0.395
0.481,0.128,0.378,0.855,0.506,0.439
0.524,0.079,0.376,0.845,0.605,0.494
0.514,0.051,0.346,0.85,0.659,0.539
0.516,0.035,0.331,0.858,0.669,0.556
0.389,0.019,0.306,0.86,0.632,0.534
0.295,0.007,0.247,0.869,0.551,0.457
0.207,0.003,0.154,0.877,0.428,0.365
0.11,0.004,0.075,0.872,0.272,0.314
0.03,0.008,0.021,0.816,0.113,0.302
0,0.008,0,0.793,0.01,0.341
0,0.007,0,0.801,0,0.43
0,0.008,0,0.825,0,0.529
0,0.006,0,0.777,0,0.621
0,0.004,0,0.713,0,0.694
0,0.002,0,0.658,0,0.705
0,0.001,0,0.611,0,0.671
0,0.001,0,0.551,0,0.638
0,0.001,0,0.442,0,0.578
0,0.003,0,0.45,0,0.53
0,0.009,0,0.491,0,0.515
0.004,0.036,0,0.491,0,0.475
0.066,0.08,0.02,0.43,0.041,0.52
0.169,0.121,0.082,0.602,0.189,0.555
0.266,0.158,0.167,0.79,0.363,0.512
0.418,0.18,0.248,0.807,0.508,0.461
0.48,0.177,0.314,0.802,0.594,0.417
0.483,0.177,0.354,0.796,0.604,0.404
0.457,0.181,0.364,0.792,0.51,0.434
0.443,0.166,0.35,0.783,0.431,0.468
0.391,0.103,0.294,0.775,0.37,0.451
0.3,0.035,0.196,0.753,0.374,0.453
0.17,0.006,0.089,0.694,0.258,0.502
0.05,0,0.024,0.557,0.103,0.55
0,0,0,0.485,0.008,0.61
0,0,0,0.52,0,0.663
0,0,0,0.534,0,0.715
0,0,0,0.52,0,0.759
0,0.001,0,0.516,0,0.753
0,0.005,0,0.524,0,0.697
0,0.018,0,0.52,0,0.645
0,0.031,0,0.494,0,0.619
0,0.029,0,0.492,0,0.607
0,0.037,0,0.496,0,0.576
0,0.068,0,0.511,0,0.516
0,0.11,0,0.505,0,0.43
0.022,0.154,0.04,0.534,0.039,0.432
0.068,0.16,0.153,0.868,0.172,0.418
0.136,0.295,0.268,0.918,0.32,0.292
0.247,0.456,0.381,0.917,0.459,0.148
0.394,0.605,0.466,0.909,0.556,0.053
0.482,0.682,0.553,0.902,0.601,0.021
0.5,0.69,0.575,0.901,0.608,0.021
0.47,0.641,0.551,0.907,0.572,0.036
0.39,0.541,0.469,0.92,0.492,0.044
0.294,0.442,0.334,0.929,0.377,0.041
0.166,0.397,0.183,0.924,0.236,0.034
0.053,0.345,0.057,0.855,0.079,0.056
0,0.387,0,0.741,0.006,0.18
0,0.52,0,0.637,0,0.483
0,0.587,0,0.57,0,0.701
0,0.556,0,0.505,0,0.776
0,0.551,0,0.516,0,0.78
0,0.555,0,0.537,0,0.744
0,0.57,0,0.52,0,0.701
0,0.596,0,0.489,0,0.668
0,0.6,0,0.479,0,0.67
0,0.611,0,0.491,0,0.692
0,0.649,0,0.524,0,0.682
0.002,0.622,0,0.509,0,0.675
0.053,0.634,0.058,0.52,0.038,0.672
0.161,0.655,0.2,0.759,0.163,0.663
0.315,0.67,0.374,0.846,0.314,0.588
0.483,0.73,0.514,0.861,0.453,0.416
0.601,0.777,0.605,0.869,0.55,0.253
0.657,0.809,0.648,0.886,0.584,0.183
0.641,0.817,0.641,0.903,0.548,0.168
0.591,0.809,0.569,0.915,0.462,0.195
0.499,0.808,0.414,0.922,0.32,0.226
0.364,0.799,0.302,0.927,0.208,0.271
0.199,0.751,0.183,0.918,0.113,0.369
0.056,0.565,0.057,0.865,0.042,0.534
0,0.439,0,0.761,0.003,0.683
0,0.465,0,0.661,0,0.768
0,0.465,0,0.573,0,0.816
0,0.468,0,0.543,0,0.849
0,0.497,0,0.515,0,0.837
0,0.563,0,0.451,0,0.832
0,0.616,0,0.41,0,0.812
0,0.642,0,0.363,0,0.766
0,0.622,0,0.342,0,0.676
0,0.57,0,0.338,0,0.598
0,0.557,0,0.338,0,0.538
0.003,0.531,0,0.341,0,0.508
0.055,0.497,0.057,0.337,0.032,0.557
0.129,0.707,0.203,0.512,0.145,0.603
0.199,0.792,0.385,0.595,0.281,0.605
0.264,0.812,0.523,0.587,0.386,0.595
0.325,0.793,0.606,0.574,0.453,0.54
0.356,0.718,0.64,0.584,0.473,0.446
0.345,0.598,0.643,0.614,0.464,0.348
0.277,0.479,0.594,0.641,0.42,0.279
0.196,0.441,0.501,0.68,0.342,0.227
0.124,0.415,0.314,0.732,0.266,0.201
0.062,0.387,0.189,0.755,0.169,0.231
0.016,0.423,0.057,0.685,0.069,0.333
0,0.529,0,0.579,0.006,0.537
0,0.602,0,0.522,0,0.725
0,0.563,0,0.443,0,0.791
0,0.478,0,0.363,0,0.827
0,0.424,0,0.298,0,0.857
0,0.37,0,0.269,0,0.879
0,0.341,0,0.271,0,0.862
0,0.338,0,0.279,0,0.844
0,0.319,0,0.299,0,0.827
0,0.299,0,0.311,0,0.828
0,0.302,0,0.303,0,0.78
0.001,0.326,0,0.291,0,0.703
0.049,0.291,0.057,0.291,0.037,0.724
0.139,0.276,0.214,0.421,0.182,0.756
0.246,0.267,0.371,0.483,0.354,0.743
0.318,0.216,0.505,0.512,0.5,0.694
0.369,0.176,0.601,0.52,0.602,0.615
0.401,0.152,0.654,0.496,0.666,0.524
0.398,0.132,0.654,0.487,0.677,0.442
0.36,0.116,0.609,0.496,0.642,0.383
0.291,0.101,0.518,0.53,0.565,0.328
0.221,0.093,0.384,0.572,0.442,0.283
0.136,0.087,0.206,0.604,0.282,0.27
0.039,0.073,0.06,0.562,0.115,0.29
0,0.07,0,0.53,0.009,0.375
0,0.069,0,0.556,0,0.522
0,0.063,0,0.537,0,0.635
0,0.058,0,0.465,0,0.704
0,0.055,0,0.445,0,0.745
0,0.056,0,0.432,0,0.765
0,0.064,0,0.405,0,0.764
0,0.073,0,0.373,0,0.729
0,0.08,0,0.344,0,0.679
0,0.085,0,0.32,0,0.62
0,0.083,0,0.298,0,0.512
0.005,0.075,0,0.297,0,0.381
0.1,0.041,0.048,0.312,0.037,0.338
0.268,0.054,0.163,0.399,0.186,0.291
0.43,0.087,0.317,0.375,0.36,0.212
0.557,0.096,0.452,0.326,0.508,0.155
0.651,0.092,0.563,0.276,0.606,0.129
0.67,0.083,0.626,0.25,0.656,0.121
0.664,0.07,0.625,0.252,0.667,0.109
0.613,0.065,0.585,0.267,0.633,0.095
0.507,0.065,0.491,0.296,0.562,0.08
0.367,0.068,0.373,0.35,0.442,0.068
0.193,0.079,0.204,0.424,0.283,0.064
0.056,0.083,0.05,0.491,0.115,0.068
0,0.091,0,0.619,0.008,0.099
0,0.106,0,0.656,0,0.194
0,0.119,0,0.63,0,0.306
0,0.12,0,0.59,0,0.427
0,0.114,0,0.537,0,0.546
0,0.112,0,0.483,0,0.614
0,0.113,0,0.443,0,0.639
0,0.115,0,0.417,0,0.642
0,0.116,0,0.377,0,0.671
0,0.143,0,0.339,0,0.632
0,0.208,0,0.306,0,0.56
0.004,0.289,0,0.273,0,0.46
0.096,0.195,0.032,0.316,0.036,0.441
0.265,0.211,0.124,0.451,0.191,0.397
0.428,0.222,0.225,0.433,0.369,0.274
0.553,0.198,0.309,0.373,0.515,0.198
0.623,0.208,0.385,0.327,0.617,0.183
0.677,0.251,0.435,0.303,0.672,0.193
0.671,0.324,0.462,0.298,0.683,0.202
0.619,0.42,0.451,0.293,0.648,0.195
0.51,0.481,0.38,0.295,0.572,0.166
0.379,0.512,0.26,0.312,0.451,0.128
0.207,0.527,0.138,0.331,0.291,0.104
0.06,0.449,0.039,0.317,0.118,0.097
0,0.41,0,0.34,0.008,0.127
0,0.362,0,0.399,0,0.232
0,0.301,0,0.458,0,0.334
0,0.242,0,0.505,0,0.426
0,0.176,0,0.566,0,0.527
0,0.111,0,0.68,0,0.614
0,0.063,0,0.664,0,0.659
0,0.032,0,0.623,0,0.67
0,0.024,0,0.512,0,0.672
0,0.04,0,0.435,0,0.677
0,0.077,0,0.423,0,0.657
0.004,0.134,0,0.379,0,0.612
0.093,0.124,0.059,0.438,0.036,0.649
0.256,0.092,0.208,0.618,0.194,0.651
0.422,0.236,0.355,0.676,0.372,0.55
0.555,0.383,0.455,0.708,0.517,0.457
0.639,0.508,0.491,0.715,0.618,0.419
0.667,0.566,0.489,0.719,0.671,0.4
0.662,0.542,0.432,0.735,0.681,0.378
0.611,0.45,0.34,0.76,0.649,0.355
0.508,0.331,0.241,0.786,0.571,0.325
0.369,0.267,0.169,0.803,0.449,0.292
0.203,0.265,0.092,0.807,0.288,0.281
0.055,0.242,0.026,0.756,0.115,0.303
0,0.227,0,0.753,0.007,0.399
0,0.189,0,0.761,0,0.577
0,0.166,0,0.724,0,0.713
0,0.156,0,0.666,0,0.804
0,0.115,0,0.625,0,0.861
0,0.064,0,0.622,0,0.879
0,0.026,0,0.616,0,0.862
0,0.011,0,0.572,0,0.814
0,0.004,0,0.545,0,0.728
0,0.002,0,0.537,0,0.601
0,0.003,0,0.474,0,0.457
0.003,0.002,0,0.439,0,0.361
0.084,0.001,0.034,0.456,0.036,0.359
0.24,0.001,0.143,0.644,0.195,0.375
0.411,0.029,0.281,0.68,0.378,0.375
0.55,0.073,0.413,0.663,0.528,0.349
0.635,0.123,0.517,0.635,0.63,0.29
0.662,0.167,0.555,0.615,0.682,0.219
0.652,0.193,0.56,0.628,0.69,0.158
0.593,0.195,0.529,0.676,0.655,0.113
0.491,0.178,0.45,0.753,0.577,0.09
0.359,0.156,0.33,0.817,0.453,0.08
0.199,0.144,0.177,0.841,0.29,0.087
0.053,0.14,0.05,0.799,0.116,0.112
0,0.191,0,0.749,0.007,0.178
0,0.227,0,0.74,0,0.304
0,0.178,0,0.688,0,0.425
0,0.088,0,0.644,0,0.538
0,0.028,0,0.614,0,0.626
0,0.004,0,0.611,0,0.658
0,0.002,0,0.612,0,0.659
0,0.006,0,0.534,0,0.635
0,0.023,0,0.474,0,0.613
0,0.041,0,0.45,0,0.615
0,0.057,0,0.465,0,0.61
0.001,0.07,0,0.482,0,0.582
0.056,0.057,0.057,0.483,0.035,0.596
0.171,0.027,0.216,0.611,0.186,0.625
0.318,0.027,0.38,0.664,0.36,0.567
0.5,0.027,0.532,0.669,0.506,0.449
0.62,0.027,0.624,0.672,0.608,0.353
0.661,0.024,0.666,0.692,0.675,0.281
0.655,0.018,0.637,0.72,0.687,0.222
0.603,0.011,0.546,0.748,0.653,0.177
0.497,0.012,0.408,0.764,0.572,0.148
0.358,0.019,0.293,0.783,0.448,0.135
0.195,0.03,0.183,0.781,0.286,0.138
0.051,0.044,0.052,0.748,0.113,0.159
0,0.071,0,0.791,0.007,0.244
0,0.102,0,0.814,0,0.42
0,0.107,0,0.785,0,0.549
0,0.092,0,0.725,0,0.636
0,0.071,0,0.676,0,0.704
0,0.051,0,0.638,0,0.745
0,0.04,0,0.6,0,0.75
0,0.032,0,0.557,0,0.673
0,0.02,0,0.586,0,0.596
0,0.009,0,0.622,0,0.569
0,0.003,0,0.623,0,0.534
0.002,0,0,0.576,0,0.496
0.077,0,0.041,0.524,0.035,0.542
0.21,0,0.143,0.739,0.192,0.573
0.365,0,0.289,0.811,0.374,0.52
0.527,0.005,0.453,0.823,0.525,0.454
0.628,0.021,0.551,0.826,0.628,0.434
0.641,0.038,0.559,0.829,0.67,0.451
0.617,0.057,0.52,0.838,0.681,0.468
0.513,0.073,0.395,0.863,0.646,0.485
0.394,0.068,0.304,0.89,0.57,0.451
0.289,0.039,0.217,0.904,0.445,0.384
0.155,0.013,0.13,0.903,0.282,0.341
0.041,0.003,0.043,0.848,0.111,0.338
0,0.014,0,0.737,0.006,0.418
0,0.076,0,0.659,0,0.555
0,0.137,0,0.597,0,0.625
0,0.156,0,0.552,0,0.663
0,0.164,0,0.529,0,0.689
0,0.144,0,0.537,0,0.688
0,0.107,0,0.519,0,0.646
0,0.079,0,0.486,0,0.63
0,0.085,0,0.497,0,0.628
0,0.106,0,0.511,0,0.608
0,0.127,0,0.505,0,0.547
0,0.155,0,0.506,0,0.465
0.044,0.126,0.031,0.54,0.036,0.488
0.132,0.119,0.128,0.691,0.189,0.517
0.226,0.111,0.232,0.721,0.366,0.439
0.318,0.073,0.356,0.736,0.51,0.342
0.386,0.047,0.42,0.75,0.608,0.286
0.414,0.026,0.446,0.773,0.655,0.258
0.396,0.015,0.426,0.797,0.622,0.245
0.368,0.012,0.347,0.817,0.507,0.244
0.305,0.01,0.23,0.843,0.404,0.231
0.232,0.013,0.127,0.871,0.337,0.193
0.126,0.023,0.068,0.891,0.218,0.159
0.033,0.038,0.018,0.883,0.093,0.136
0,0.054,0,0.799,0.005,0.154
0,0.078,0,0.692,0,0.199
0,0.097,0,0.614,0,0.206
0,0.114,0,0.555,0,0.206
0,0.15,0,0.504,0,0.241
0,0.223,0,0.434,0,0.321
0,0.29,0,0.387,0,0.458
0,0.304,0,0.419,0,0.571
0,0.302,0,0.445,0,0.615
0,0.306,0,0.446,0,0.616
0,0.31,0,0.471,0,0.59
0,0.296,0,0.514,0,0.549
0.029,0.202,0.032,0.539,0.036,0.537
0.098,0.114,0.121,0.713,0.192,0.534
0.191,0.123,0.242,0.78,0.368,0.451
0.27,0.134,0.408,0.785,0.503,0.184
0.31,0.146,0.525,0.791,0.553,0.022
0.324,0.128,0.54,0.819,0.551,0.001
0.37,0.095,0.522,0.86,0.549,0
0.41,0.064,0.475,0.896,0.471,0
0.402,0.046,0.383,0.915,0.361,0.001
0.317,0.036,0.252,0.923,0.267,0.001
0.182,0.028,0.116,0.921,0.163,0
0.045,0.021,0.025,0.888,0.062,0
0,0.006,0,0.765,0.003,0.003
0,0.003,0,0.622,0,0.026
0,0.002,0,0.571,0,0.059
0,0.006,0,0.556,0,0.076
0,0.025,0,0.514,0,0.075
0,0.058,0,0.478,0,0.062
0,0.083,0,0.445,0,0.054
0,0.093,0,0.483,0,0.063
0,0.074,0,0.515,0,0.072
0,0.042,0,0.475,0,0.065
0,0.021,0,0.46,0,0.054
