Resource,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
616,0.358,0.164,0.387,0.027,0.473,0.024
617,0.106,0.259,0.163,0.007,0.229,0.051
618,0,0.419,0.006,0.002,0.017,0.139
619,0,0.544,0,0.026,0,0.262
620,0,0.62,0,0.102,0,0.379
621,0,0.658,0,0.175,0,0.471
622,0,0.664,0,0.235,0,0.534
623,0,0.651,0,0.284,0,0.548
624,0,0.626,0,0.356,0,0.525
625,0,0.584,0,0.442,0,0.516
626,0,0.512,0,0.474,0,0.562
627,0,0.424,0,0.493,0,0.498
628,0,0.354,0,0.511,0,0.294
629,0,0.33,0,0.492,0,0.233
630,0,0.373,0,0.507,0,0.269
631,0.004,0.439,0.007,0.52,0,0.305
632,0.205,0.373,0.209,0.504,0.067,0.253
633,0.444,0.164,0.441,0.501,0.298,0.112
634,0.562,0.294,0.608,0.405,0.511,0.041
635,0.527,0.618,0.712,0.231,0.644,0
636,0.418,0.644,0.736,0.091,0.756,0
637,0.435,0.622,0.729,0.027,0.77,0.013
638,0.472,0.572,0.671,0.008,0.728,0.039
639,0.43,0.512,0.596,0.003,0.629,0.059
640,0.313,0.467,0.427,0.021,0.461,0.064
641,0.086,0.479,0.195,0.121,0.224,0.064
642,0,0.572,0.009,0.402,0.018,0.081
643,0,0.628,0,0.625,0,0.094
644,0,0.67,0,0.692,0,0.12
645,0,0.717,0,0.686,0,0.158
646,0,0.766,0,0.67,0,0.199
647,0,0.798,0,0.648,0,0.22
648,0,0.814,0,0.604,0,0.194
649,0,0.813,0,0.535,0,0.148
650,0,0.808,0,0.494,0,0.118
651,0,0.78,0,0.519,0,0.103
652,0,0.726,0,0.534,0,0.085
653,0,0.692,0,0.556,0,0.083
654,0,0.677,0,0.571,0,0.092
655,0.007,0.67,0.014,0.561,0,0.123
656,0.27,0.416,0.299,0.59,0.131,0.125
657,0.519,0.158,0.531,0.622,0.386,0.049
658,0.682,0.23,0.687,0.509,0.584,0.004
659,0.77,0.697,0.783,0.351,0.709,0
660,0.79,0.598,0.819,0.189,0.775,0
661,0.777,0.547,0.814,0.085,0.784,0
662,0.709,0.562,0.761,0.044,0.739,0.004
663,0.569,0.564,0.648,0.049,0.629,0.009
664,0.37,0.537,0.483,0.077,0.46,0.008
665,0.114,0.59,0.247,0.111,0.223,0.01
666,0,0.748,0.016,0.24,0.019,0.021
667,0,0.799,0,0.51,0,0.021
668,0,0.836,0,0.694,0,0.022
669,0,0.833,0,0.738,0,0.033
670,0,0.761,0,0.753,0,0.05
671,0,0.717,0,0.74,0,0.051
672,0,0.777,0,0.701,0,0.048
673,0,0.817,0,0.654,0,0.064
674,0,0.823,0,0.622,0,0.095
675,0,0.805,0,0.58,0,0.104
676,0,0.788,0,0.515,0,0.104
677,0,0.784,0,0.471,0,0.103
678,0,0.777,0,0.455,0,0.087
679,0.008,0.757,0.018,0.372,0,0.092
680,0.282,0.51,0.324,0.176,0.118,0.099
681,0.529,0.196,0.55,0.304,0.367,0.06
682,0.69,0.178,0.701,0.332,0.567,0.004
683,0.776,0.71,0.792,0.219,0.689,0.001
684,0.791,0.505,0.83,0.176,0.759,0.007
685,0.778,0.312,0.822,0.193,0.769,0.014
686,0.71,0.256,0.767,0.228,0.725,0.016
687,0.567,0.254,0.657,0.25,0.624,0.01
688,0.37,0.25,0.491,0.244,0.456,0.004
689,0.117,0.266,0.254,0.232,0.222,0.001
690,0,0.268,0.017,0.335,0.019,0
691,0,0.321,0,0.529,0,0.001
692,0,0.461,0,0.691,0,0.01
693,0,0.444,0,0.761,0,0.043
694,0,0.381,0,0.771,0,0.106
695,0,0.381,0,0.764,0,0.196
696,0,0.445,0,0.747,0,0.297
697,0,0.416,0,0.72,0,0.346
698,0,0.306,0,0.713,0,0.334
699,0,0.359,0,0.67,0,0.295
700,0,0.408,0,0.573,0,0.255
701,0,0.272,0,0.487,0,0.205
702,0,0.201,0,0.448,0,0.238
703,0.005,0.316,0.019,0.394,0,0.326
704,0.175,0.365,0.313,0.144,0.073,0.391
705,0.284,0.111,0.528,0.097,0.298,0.258
706,0.362,0.016,0.674,0.162,0.502,0.132
707,0.44,0.041,0.773,0.078,0.594,0.088
708,0.441,0.08,0.813,0.045,0.574,0.055
709,0.238,0.079,0.805,0.036,0.578,0.055
710,0.156,0.087,0.751,0.035,0.599,0.079
711,0.139,0.086,0.645,0.035,0.518,0.084
712,0.134,0.079,0.483,0.034,0.387,0.074
713,0.057,0.069,0.252,0.045,0.176,0.064
714,0,0.048,0.018,0.127,0.013,0.073
715,0,0.037,0,0.257,0,0.105
716,0,0.031,0,0.432,0,0.176
717,0,0.036,0,0.57,0,0.271
718,0,0.06,0,0.631,0,0.422
719,0,0.112,0,0.663,0,0.698
720,0,0.181,0,0.658,0,0.598
721,0,0.201,0,0.601,0,0.028
722,0,0.224,0,0.48,0,0.208
723,0,0.297,0,0.38,0,0.59
724,0,0.348,0,0.384,0,0.661
725,0,0.341,0,0.363,0,0.618
726,0,0.322,0,0.297,0,0.529
727,0.004,0.361,0.016,0.243,0,0.391
728,0.18,0.35,0.289,0.093,0.043,0.225
729,0.401,0.114,0.513,0.126,0.224,0.083
730,0.554,0.117,0.66,0.266,0.494,0.014
731,0.622,0.451,0.718,0.172,0.659,0
732,0.651,0.44,0.608,0.088,0.731,0.009
733,0.603,0.412,0.499,0.046,0.751,0.035
734,0.506,0.425,0.549,0.038,0.708,0.069
735,0.358,0.46,0.48,0.049,0.625,0.119
736,0.212,0.442,0.386,0.062,0.461,0.219
737,0.057,0.479,0.2,0.08,0.231,0.371
738,0,0.56,0.011,0.22,0.023,0.59
739,0,0.616,0,0.537,0,0.713
740,0,0.685,0,0.771,0,0.735
741,0,0.759,0,0.849,0,0.717
742,0,0.81,0,0.852,0,0.692
743,0,0.809,0,0.822,0,0.691
744,0,0.775,0,0.755,0,0.706
745,0,0.731,0,0.642,0,0.728
746,0,0.662,0,0.499,0,0.748
747,0,0.523,0,0.447,0,0.748
748,0,0.33,0,0.405,0,0.723
749,0,0.18,0,0.359,0,0.679
750,0,0.105,0,0.438,0,0.632
751,0.002,0.068,0.01,0.483,0,0.577
752,0.122,0.05,0.234,0.318,0.145,0.419
753,0.333,0.028,0.459,0.563,0.399,0.203
754,0.497,0.032,0.612,0.453,0.597,0.283
755,0.599,0.058,0.707,0.217,0.721,0.246
756,0.614,0.041,0.74,0.084,0.787,0.216
757,0.615,0.016,0.735,0.03,0.796,0.222
758,0.542,0.006,0.681,0.015,0.749,0.226
759,0.435,0.001,0.576,0.013,0.646,0.218
760,0.252,0.002,0.411,0.014,0.48,0.212
761,0.065,0.039,0.187,0.014,0.245,0.222
762,0,0.222,0.01,0.062,0.026,0.286
763,0,0.475,0,0.235,0,0.385
764,0,0.64,0,0.489,0,0.474
765,0,0.685,0,0.568,0,0.531
766,0,0.685,0,0.522,0,0.55
767,0,0.697,0,0.505,0,0.539
768,0,0.713,0,0.491,0,0.506
769,0,0.709,0,0.441,0,0.468
770,0,0.691,0,0.422,0,0.445
771,0,0.65,0,0.407,0,0.474
772,0,0.601,0,0.312,0,0.443
773,0,0.556,0,0.232,0,0.359
774,0,0.52,0,0.2,0,0.445
775,0.004,0.506,0.009,0.176,0,0.531
776,0.16,0.317,0.201,0.087,0.162,0.468
777,0.388,0.1,0.423,0.129,0.415,0.208
778,0.566,0.079,0.578,0.145,0.608,0.293
779,0.669,0.104,0.671,0.083,0.73,0.322
780,0.619,0.065,0.701,0.041,0.792,0.315
781,0.604,0.049,0.691,0.021,0.798,0.302
782,0.531,0.053,0.581,0.011,0.752,0.261
783,0.427,0.068,0.459,0.005,0.644,0.22
784,0.245,0.093,0.262,0.006,0.477,0.198
785,0.065,0.16,0.08,0.017,0.241,0.213
786,0,0.249,0.002,0.102,0.026,0.29
787,0,0.337,0,0.297,0,0.36
788,0,0.414,0,0.471,0,0.397
789,0,0.474,0,0.563,0,0.378
790,0,0.516,0,0.614,0,0.303
791,0,0.545,0,0.661,0,0.255
792,0,0.563,0,0.688,0,0.26
793,0,0.546,0,0.688,0,0.269
794,0,0.489,0,0.692,0,0.246
795,0,0.424,0,0.678,0,0.225
796,0,0.389,0,0.628,0,0.196
797,0,0.373,0,0.541,0,0.149
798,0,0.35,0,0.471,0,0.137
799,0.006,0.341,0.007,0.435,0,0.16
800,0.194,0.244,0.147,0.232,0.149,0.177
801,0.433,0.078,0.335,0.436,0.396,0.112
802,0.604,0.052,0.523,0.45,0.593,0.115
803,0.702,0.054,0.648,0.356,0.715,0.199
804,0.715,0.042,0.672,0.275,0.761,0.168
805,0.703,0.037,0.666,0.211,0.771,0.128
806,0.634,0.038,0.59,0.16,0.727,0.085
807,0.467,0.045,0.45,0.133,0.634,0.075
808,0.278,0.056,0.263,0.139,0.471,0.099
809,0.078,0.089,0.092,0.176,0.242,0.137
810,0,0.127,0.004,0.296,0.028,0.243
811,0,0.147,0,0.456,0,0.376
812,0,0.152,0,0.58,0,0.483
813,0,0.176,0,0.668,0,0.526
814,0,0.212,0,0.715,0,0.545
815,0,0.269,0,0.738,0,0.541
816,0,0.315,0,0.737,0,0.521
817,0,0.299,0,0.712,0,0.483
818,0,0.212,0,0.685,0,0.441
819,0,0.133,0,0.67,0,0.497
820,0,0.139,0,0.674,0,0.614
821,0,0.226,0,0.67,0,0.708
822,0,0.283,0,0.665,0,0.77
823,0.008,0.227,0.01,0.633,0,0.799
824,0.225,0.112,0.202,0.472,0.176,0.756
825,0.468,0.017,0.423,0.665,0.416,0.407
826,0.633,0.003,0.579,0.738,0.601,0.149
827,0.718,0.001,0.678,0.688,0.711,0.204
828,0.74,0.004,0.701,0.576,0.763,0.026
829,0.72,0.025,0.698,0.413,0.767,0.001
830,0.655,0.069,0.644,0.255,0.719,0.003
831,0.531,0.109,0.532,0.151,0.601,0.006
832,0.342,0.099,0.365,0.101,0.454,0.009
833,0.108,0.113,0.156,0.091,0.24,0.018
834,0,0.152,0.009,0.169,0.029,0.089
835,0,0.147,0,0.316,0,0.237
836,0,0.134,0,0.433,0,0.405
837,0,0.107,0,0.511,0,0.508
838,0,0.072,0,0.559,0,0.508
839,0,0.073,0,0.587,0,0.494
840,0,0.098,0,0.608,0,0.428
841,0,0.145,0,0.635,0,0.36
842,0,0.249,0,0.652,0,0.31
843,0,0.294,0,0.578,0,0.23
844,0,0.238,0,0.454,0,0.126
845,0,0.189,0,0.385,0,0.055
846,0,0.147,0,0.377,0,0.026
847,0.001,0.098,0.01,0.371,0,0.032
848,0.062,0.07,0.202,0.21,0.134,0.067
849,0.21,0.036,0.425,0.263,0.366,0.06
850,0.444,0.026,0.57,0.226,0.572,0.049
851,0.586,0.037,0.659,0.159,0.697,0.112
852,0.609,0.03,0.683,0.112,0.75,0.075
853,0.598,0.021,0.687,0.077,0.757,0.037
854,0.511,0.018,0.636,0.044,0.71,0.015
855,0.373,0.018,0.524,0.021,0.606,0.017
856,0.208,0.018,0.36,0.012,0.462,0.03
857,0.053,0.029,0.156,0.013,0.237,0.044
858,0,0.053,0.009,0.05,0.028,0.091
859,0,0.103,0,0.135,0,0.114
860,0,0.173,0,0.225,0,0.099
861,0,0.261,0,0.315,0,0.076
862,0,0.336,0,0.387,0,0.069
863,0,0.377,0,0.418,0,0.078
864,0,0.379,0,0.42,0,0.114
865,0,0.379,0,0.384,0,0.215
866,0,0.387,0,0.33,0,0.44
867,0,0.37,0,0.264,0,0.668
868,0,0.329,0,0.211,0,0.752
869,0,0.33,0,0.202,0,0.748
870,0,0.392,0,0.236,0,0.712
871,0.002,0.468,0.011,0.29,0,0.67
872,0.103,0.348,0.202,0.173,0.127,0.507
873,0.267,0.125,0.42,0.174,0.368,0.222
874,0.429,0.194,0.575,0.122,0.558,0.161
875,0.511,0.205,0.67,0.045,0.681,0.107
876,0.527,0.152,0.704,0.02,0.727,0.068
877,0.496,0.113,0.698,0.021,0.745,0.126
878,0.402,0.102,0.643,0.03,0.702,0.26
879,0.289,0.135,0.524,0.048,0.586,0.376
880,0.178,0.273,0.364,0.073,0.42,0.439
881,0.06,0.563,0.157,0.102,0.199,0.504
882,0,0.78,0.009,0.15,0.021,0.67
883,0,0.817,0,0.252,0,0.792
884,0,0.802,0,0.319,0,0.788
885,0,0.771,0,0.352,0,0.74
886,0,0.73,0,0.329,0,0.682
887,0,0.685,0,0.332,0,0.636
888,0,0.606,0,0.29,0,0.632
889,0,0.551,0,0.229,0,0.65
890,0,0.59,0,0.191,0,0.663
891,0,0.584,0,0.148,0,0.588
892,0,0.498,0,0.106,0,0.436
893,0,0.458,0,0.077,0,0.32
894,0,0.458,0,0.058,0,0.245
895,0.003,0.523,0.019,0.048,0,0.2
896,0.112,0.581,0.283,0.024,0.161,0.174
897,0.273,0.808,0.506,0,0.42,0.114
898,0.403,0.92,0.661,0.001,0.617,0.142
899,0.538,0.932,0.755,0.014,0.737,0.348
900,0.589,0.924,0.796,0.052,0.789,0.553
901,0.567,0.906,0.787,0.113,0.8,0.599
902,0.473,0.876,0.73,0.184,0.756,0.577
903,0.395,0.82,0.626,0.25,0.653,0.516
904,0.257,0.685,0.461,0.32,0.489,0.45
905,0.073,0.564,0.233,0.377,0.257,0.37
906,0,0.578,0.019,0.468,0.034,0.307
907,0,0.467,0,0.664,0,0.264
908,0,0.33,0,0.771,0,0.237
909,0,0.32,0,0.787,0,0.249
910,0,0.317,0,0.761,0,0.259
911,0,0.269,0,0.689,0,0.257
912,0,0.356,0,0.564,0,0.262
913,0,0.527,0,0.475,0,0.269
914,0,0.685,0,0.453,0,0.285
915,0,0.673,0,0.453,0,0.352
916,0,0.551,0,0.415,0,0.433
917,0,0.392,0,0.368,0,0.51
918,0,0.272,0,0.345,0,0.587
919,0.012,0.207,0.019,0.33,0,0.654
920,0.243,0.135,0.277,0.457,0.164,0.624
921,0.484,0.059,0.511,0.399,0.419,0.306
922,0.647,0.072,0.677,0.207,0.612,0.192
923,0.743,0.034,0.775,0.074,0.733,0.222
924,0.771,0.016,0.819,0.016,0.744,0.16
925,0.755,0.012,0.81,0.023,0.758,0.08
926,0.683,0.016,0.753,0.085,0.714,0.029
927,0.551,0.048,0.647,0.155,0.545,0.016
928,0.353,0.135,0.479,0.211,0.373,0.034
929,0.115,0.362,0.247,0.235,0.165,0.121
930,0,0.694,0.023,0.254,0.017,0.342
931,0,0.844,0,0.346,0,0.601
932,0,0.887,0,0.439,0,0.761
933,0,0.878,0,0.52,0,0.811
934,0,0.852,0,0.618,0,0.808
935,0,0.829,0,0.692,0,0.776
936,0,0.808,0,0.72,0,0.7
937,0,0.8,0,0.701,0,0.595
938,0,0.816,0,0.655,0,0.476
939,0,0.805,0,0.608,0,0.423
940,0,0.756,0,0.556,0,0.432
941,0,0.713,0,0.502,0,0.41
942,0,0.68,0,0.46,0,0.335
943,0.016,0.641,0.024,0.381,0,0.267
944,0.274,0.339,0.315,0.183,0.179,0.188
945,0.51,0.149,0.546,0.187,0.437,0.054
946,0.667,0.568,0.705,0.173,0.63,0.014
947,0.761,0.6,0.801,0.101,0.745,0.001
948,0.786,0.434,0.843,0.009,0.799,0
949,0.773,0.29,0.836,0.003,0.811,0
950,0.705,0.215,0.781,0.002,0.769,0
951,0.576,0.177,0.673,0.001,0.676,0
952,0.383,0.151,0.508,0,0.516,0
953,0.137,0.185,0.277,0,0.286,0.001
954,0,0.271,0.032,0.011,0.044,0.013
955,0,0.378,0,0.118,0,0.043
956,0,0.486,0,0.303,0,0.073
957,0,0.565,0,0.457,0,0.109
958,0,0.611,0,0.545,0,0.148
959,0,0.598,0,0.57,0,0.206
960,0,0.448,0,0.539,0,0.248
961,0,0.296,0,0.494,0,0.256
962,0,0.359,0,0.455,0,0.205
963,0,0.465,0,0.41,0,0.124
964,0,0.49,0,0.367,0,0.074
965,0,0.459,0,0.33,0,0.112
966,0,0.356,0,0.297,0,0.236
967,0.009,0.256,0.03,0.256,0,0.292
968,0.203,0.172,0.331,0.114,0.13,0.317
969,0.331,0.051,0.55,0.112,0.402,0.222
970,0.231,0.021,0.695,0.159,0.601,0.104
971,0.375,0.061,0.784,0.101,0.711,0.063
972,0.675,0.085,0.817,0.031,0.757,0.034
973,0.69,0.075,0.805,0.011,0.763,0.012
974,0.488,0.083,0.748,0.005,0.737,0.002
975,0.416,0.081,0.643,0.002,0.65,0
976,0.226,0.063,0.483,0.001,0.5,0
977,0.069,0.057,0.261,0,0.28,0.002
978,0,0.047,0.029,0.001,0.045,0.018
979,0,0.036,0,0.025,0,0.066
980,0,0.029,0,0.095,0,0.163
981,0,0.022,0,0.183,0,0.268
982,0,0.016,0,0.27,0,0.373
983,0,0.021,0,0.316,0,0.491
984,0,0.034,0,0.324,0,0.542
985,0,0.058,0,0.312,0,0.556
986,0,0.072,0,0.288,0,0.551
987,0,0.066,0,0.265,0,0.574
988,0,0.053,0,0.257,0,0.58
989,0,0.048,0,0.242,0,0.616
990,0,0.021,0,0.227,0,0.68
991,0.007,0.009,0.029,0.237,0,0.635
992,0.116,0.006,0.317,0.16,0.06,0.481
993,0.28,0.003,0.53,0.215,0.27,0.212
994,0.38,0.002,0.669,0.224,0.414,0.135
995,0.471,0.007,0.755,0.144,0.444,0.156
996,0.478,0.006,0.79,0.093,0.451,0.121
997,0.441,0.006,0.782,0.065,0.395,0.122
998,0.332,0.006,0.729,0.037,0.311,0.126
999,0.232,0.007,0.622,0.026,0.256,0.184
1000,0.118,0.015,0.464,0.039,0.273,0.17
1001,0.039,0.049,0.243,0.073,0.101,0.127
1002,0,0.093,0.025,0.17,0.013,0.278
1003,0,0.121,0,0.354,0,0.52
1004,0,0.124,0,0.494,0,0.654
1005,0,0.141,0,0.537,0,0.698
1006,0,0.111,0,0.543,0,0.728
1007,0,0.132,0,0.569,0,0.723
1008,0,0.224,0,0.59,0,0.723
1009,0,0.209,0,0.551,0,0.71
1010,0,0.179,0,0.505,0,0.67
1011,0,0.172,0,0.527,0,0.658
1012,0,0.15,0,0.6,0,0.704
1013,0,0.122,0,0.685,0,0.764
1014,0,0.135,0,0.713,0,0.775
1015,0.005,0.25,0.021,0.628,0,0.765
1016,0.064,0.131,0.267,0.443,0.142,0.635
1017,0.092,0.024,0.48,0.434,0.387,0.307
1018,0.178,0,0.621,0.275,0.575,0.386
1019,0.36,0,0.705,0.144,0.691,0.495
1020,0.587,0.003,0.726,0.106,0.746,0.394
1021,0.664,0.004,0.719,0.096,0.755,0.308
1022,0.556,0.001,0.664,0.094,0.711,0.222
1023,0.317,0,0.534,0.102,0.616,0.144
1024,0.158,0.001,0.371,0.125,0.443,0.11
1025,0.061,0.009,0.165,0.17,0.2,0.126
1026,0,0.02,0.012,0.302,0.015,0.28
1027,0,0.028,0,0.499,0,0.573
1028,0,0.024,0,0.632,0,0.792
1029,0,0.022,0,0.713,0,0.87
1030,0,0.034,0,0.753,0,0.887
1031,0,0.065,0,0.768,0,0.876
1032,0,0.112,0,0.775,0,0.845
1033,0,0.135,0,0.775,0,0.824
1034,0,0.136,0,0.759,0,0.801
1035,0,0.124,0,0.707,0,0.74
1036,0,0.079,0,0.677,0,0.654
1037,0,0.043,0,0.665,0,0.589
1038,0,0.033,0,0.639,0,0.572
1039,0.004,0.022,0.011,0.559,0,0.564
1040,0.072,0.014,0.165,0.394,0.181,0.43
1041,0.163,0.005,0.36,0.465,0.431,0.197
1042,0.243,0.001,0.517,0.379,0.612,0.119
1043,0.283,0.018,0.607,0.272,0.708,0.012
1044,0.324,0.018,0.675,0.206,0.757,0.001
1045,0.318,0.005,0.657,0.161,0.768,0.038
1046,0.257,0,0.568,0.123,0.723,0.09
1047,0.187,0,0.424,0.095,0.609,0.07
1048,0.116,0,0.26,0.088,0.45,0.043
1049,0.039,0.003,0.115,0.095,0.233,0.041
1050,0,0.015,0.008,0.148,0.032,0.136
1051,0,0.032,0,0.239,0,0.359
1052,0,0.041,0,0.349,0,0.57
1053,0,0.041,0,0.452,0,0.679
1054,0,0.054,0,0.523,0,0.707
1055,0,0.103,0,0.564,0,0.724
1056,0,0.209,0,0.548,0,0.718
1057,0,0.367,0,0.508,0,0.692
1058,0,0.513,0,0.512,0,0.663
1059,0,0.55,0,0.538,0,0.645
1060,0,0.508,0,0.546,0,0.648
1061,0,0.452,0,0.562,0,0.656
1062,0,0.398,0,0.577,0,0.661
1063,0.001,0.346,0.014,0.531,0,0.636
1064,0.04,0.285,0.219,0.274,0.122,0.483
1065,0.114,0.247,0.434,0.236,0.361,0.219
1066,0.235,0.269,0.59,0.124,0.555,0.453
1067,0.36,0.476,0.689,0.069,0.679,0.632
1068,0.418,0.72,0.727,0.05,0.721,0.559
1069,0.415,0.768,0.725,0.045,0.734,0.505
1070,0.49,0.753,0.673,0.041,0.692,0.486
1071,0.432,0.594,0.564,0.03,0.615,0.442
1072,0.273,0.41,0.403,0.021,0.459,0.383
1073,0.088,0.588,0.192,0.015,0.242,0.314
1074,0,0.878,0.017,0.019,0.036,0.313
1075,0,0.919,0,0.056,0,0.343
1076,0,0.86,0,0.148,0,0.34
1077,0,0.768,0,0.229,0,0.295
1078,0,0.693,0,0.239,0,0.205
1079,0,0.642,0,0.225,0,0.111
1080,0,0.598,0,0.241,0,0.057
1081,0,0.534,0,0.294,0,0.046
1082,0,0.456,0,0.354,0,0.073
1083,0,0.346,0,0.344,0,0.122
1084,0,0.236,0,0.267,0,0.164
1085,0,0.148,0,0.19,0,0.182
1086,0,0.08,0,0.144,0,0.177
1087,0.008,0.039,0.02,0.112,0,0.169
1088,0.113,0.014,0.252,0.039,0.207,0.158
1089,0.265,0.011,0.468,0.035,0.452,0.069
1090,0.381,0.015,0.622,0.027,0.631,0.031
1091,0.483,0.019,0.716,0.014,0.744,0.002
1092,0.551,0.018,0.755,0.01,0.788,0.004
1093,0.567,0.016,0.749,0.016,0.798,0.017
1094,0.514,0.018,0.696,0.039,0.757,0.036
1095,0.394,0.019,0.598,0.071,0.647,0.057
1096,0.244,0.027,0.442,0.099,0.488,0.077
1097,0.068,0.073,0.228,0.131,0.266,0.08
1098,0,0.247,0.025,0.179,0.044,0.112
1099,0,0.466,0,0.316,0,0.142
1100,0,0.564,0,0.551,0,0.152
1101,0,0.545,0,0.732,0,0.149
1102,0,0.458,0,0.792,0,0.151
1103,0,0.354,0,0.756,0,0.163
1104,0,0.243,0,0.649,0,0.183
1105,0,0.153,0,0.579,0,0.254
1106,0,0.102,0,0.545,0,0.282
1107,0,0.083,0,0.531,0,0.302
1108,0,0.08,0,0.534,0,0.267
1109,0,0.081,0,0.508,0,0.278
1110,0,0.083,0,0.468,0,0.303
1111,0.007,0.074,0.029,0.354,0,0.342
1112,0.111,0.025,0.292,0.175,0.18,0.377
1113,0.275,0.008,0.504,0.176,0.429,0.184
1114,0.515,0.004,0.654,0.01,0.613,0.081
1115,0.682,0.001,0.748,0.003,0.729,0.051
1116,0.742,0.002,0.789,0.009,0.794,0.025
1117,0.734,0.016,0.783,0.016,0.802,0.011
1118,0.672,0.049,0.729,0.021,0.76,0.006
1119,0.535,0.086,0.623,0.024,0.669,0.001
1120,0.359,0.121,0.463,0.023,0.515,0.001
1121,0.137,0.17,0.245,0.021,0.296,0.004
1122,0.001,0.293,0.03,0.024,0.056,0.015
1123,0,0.403,0,0.039,0,0.048
1124,0,0.445,0,0.085,0,0.113
1125,0,0.471,0,0.158,0,0.256
1126,0,0.512,0,0.244,0,0.453
1127,0,0.54,0,0.355,0,0.54
1128,0,0.552,0,0.439,0,0.566
1129,0,0.531,0,0.459,0,0.541
1130,0,0.464,0,0.442,0,0.51
1131,0,0.473,0,0.403,0,0.494
1132,0,0.554,0,0.366,0,0.489
1133,0,0.608,0,0.341,0,0.436
1134,0,0.663,0,0.303,0,0.41
1135,0.022,0.683,0.029,0.219,0,0.336
1136,0.258,0.359,0.292,0.059,0.152,0.311
1137,0.49,0.163,0.506,0.036,0.358,0.194
1138,0.647,0.565,0.653,0,0.539,0.097
1139,0.738,0.523,0.745,0.002,0.672,0.026
1140,0.734,0.434,0.785,0.007,0.741,0.025
1141,0.731,0.333,0.778,0.012,0.731,0.075
1142,0.665,0.335,0.726,0.018,0.539,0.109
1143,0.505,0.336,0.627,0.027,0.399,0.111
1144,0.257,0.339,0.469,0.039,0.415,0.166
1145,0.098,0.34,0.252,0.064,0.176,0.19
1146,0.001,0.26,0.033,0.136,0.01,0.214
1147,0,0.152,0,0.211,0,0.189
1148,0,0.134,0,0.226,0,0.119
1149,0,0.208,0,0.226,0,0.044
1150,0,0.233,0,0.232,0,0.058
1151,0,0.209,0,0.225,0,0.16
1152,0,0.147,0,0.198,0,0.383
1153,0,0.159,0,0.179,0,0.556
1154,0,0.138,0,0.177,0,0.575
1155,0,0.157,0,0.168,0,0.556
1156,0,0.173,0,0.153,0,0.516
1157,0,0.136,0,0.135,0,0.485
1158,0,0.068,0,0.109,0,0.465
1159,0.02,0.021,0.03,0.083,0,0.688
1160,0.233,0.003,0.287,0.028,0.037,0.479
1161,0.455,0.001,0.496,0.026,0.279,0.241
1162,0.609,0.01,0.642,0.038,0.495,0.318
1163,0.689,0.08,0.732,0.02,0.671,0.541
1164,0.609,0.135,0.774,0.017,0.733,0.6
1165,0.592,0.132,0.767,0.027,0.739,0.651
1166,0.578,0.134,0.718,0.052,0.694,0.68
1167,0.462,0.117,0.615,0.074,0.571,0.706
1168,0.305,0.105,0.461,0.083,0.412,0.717
1169,0.112,0.16,0.246,0.085,0.205,0.663
1170,0.001,0.423,0.032,0.112,0.03,0.539
1171,0,0.614,0,0.129,0,0.362
1172,0,0.659,0,0.124,0,0.17
1173,0,0.688,0,0.092,0,0.057
1174,0,0.728,0,0.05,0,0.02
1175,0,0.759,0,0.023,0,0.046
1176,0,0.735,0,0.016,0,0.107
1177,0,0.701,0,0.012,0,0.167
1178,0,0.701,0,0.011,0,0.259
1179,0,0.684,0,0.011,0,0.33
1180,0,0.618,0,0.007,0,0.368
1181,0,0.513,0,0.003,0,0.384
1182,0,0.362,0,0.001,0,0.391
1183,0.018,0.212,0.03,0.002,0,0.38
1184,0.216,0.069,0.284,0.006,0.075,0.285
1185,0.44,0.011,0.493,0.048,0.175,0.193
1186,0.598,0.003,0.638,0.141,0.266,0.187
1187,0.674,0.001,0.726,0.083,0.392,0.143
1188,0.578,0.003,0.764,0.036,0.476,0.085
1189,0.472,0.005,0.758,0.011,0.424,0.041
1190,0.322,0.008,0.706,0.004,0.352,0.018
1191,0.21,0.006,0.606,0.003,0.245,0.009
1192,0.106,0.004,0.452,0.007,0.155,0.005
1193,0.035,0.012,0.241,0.021,0.064,0.004
1194,0,0.05,0.032,0.09,0.006,0.013
1195,0,0.126,0,0.179,0,0.065
1196,0,0.244,0,0.21,0,0.216
1197,0,0.379,0,0.164,0,0.396
1198,0,0.495,0,0.091,0,0.395
1199,0,0.577,0,0.059,0,0.184
1200,0,0.623,0,0.043,0,0.078
1201,0,0.646,0,0.035,0,0.097
1202,0,0.531,0,0.033,0,0.189
1203,0,0.431,0,0.026,0,0.296
1204,0,0.448,0,0.021,0,0.196
1205,0,0.402,0,0.053,0,0.138
1206,0,0.219,0,0.212,0,0.132
1207,0.006,0.194,0.03,0.439,0,0.191
1208,0.033,0.202,0.276,0.453,0.024,0.329
1209,0.09,0.053,0.482,0.547,0.117,0.306
1210,0.14,0.023,0.621,0.488,0.343,0.191
1211,0.252,0.124,0.708,0.362,0.603,0.049
1212,0.392,0.215,0.742,0.247,0.683,0.242
1213,0.411,0.29,0.734,0.17,0.671,0.689
1214,0.471,0.446,0.68,0.132,0.55,0.901
1215,0.436,0.5,0.568,0.123,0.421,0.924
1216,0.252,0.442,0.409,0.134,0.297,0.908
1217,0.088,0.387,0.2,0.166,0.157,0.891
